AssetID,Site,County,Land_use,IUCN_habitat_realm,IUCN_habitat_biome,IUCN_habitat_EFG,Fossitt,Area_m2,Area_ha,Percent_Cover_m2
RIED328,F,Wexford,Agriculture,Terrestrial,T7,T7.4,ED3,1609,0,0.1274408
RIED330,F,Wexford,Agriculture,Terrestrial,T7,T7.4,ED3,1861,0,0.147400453
RIED202,F,Wexford,Agriculture,Terrestrial,T7,T7.4,ED2,10271,1,0.813514269
RIED203,F,Wexford,Agriculture,Terrestrial,T7,T7.4,ED2,3715,0,0.294246472
RIED205,F,Wexford,Agriculture,Terrestrial,T7,T7.4,ED2,7148,1,0.566157141
RIED207,F,Wexford,Agriculture,Terrestrial,T7,T7.4,ED2,4512,0,0.357372834
RIED210,F,Wexford,Agriculture,Terrestrial,T7,T7.4,ED2,12419,1,0.983646549
RIED216,F,Wexford,Agriculture,Terrestrial,T7,T7.4,ED2,20973,2,1.661165881
RIBL301,F,Wexford,Agriculture,Terrestrial,T7,T7.4,BL3,1184,0,0.093778687
RIBL303,F,Wexford,Agriculture,Terrestrial,T7,T7.4,BL3,1775,0,0.140588826
RIBC101,F,Wexford,Agriculture,Terrestrial,T7,T7.1,BC1,30731,3,2.434048
TEBL301,G,Cavan,Agriculture,Terrestrial,T7,T7.4,BL3,1149,0,0.179745822
TEGA101,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,15928,2,2.491724496
TEGA102,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,7342,1,1.148558592
TEGA103,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,19798,2,3.097134705
TEGA107,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,21899,2,3.425808309
TEGA109,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,16475,2,2.577295396
TEGA110,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,6339,1,0.991652535
TEGA112,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,26181,3,4.095670457
TEGA113,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,26444,3,4.136813321
TEGA114,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,8038,1,1.257438567
TEGA116,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,9111,1,1.425295196
TEGA117,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,23600,2,3.691907214
TEGA118,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,13215,1,2.067311603
TEGA119,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,7373,1,1.153408131
TEGA120,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,10131,1,1.584860677
TEGA121,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,8347,1,1.305777522
TEGA123,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,7692,1,1.203311453
TEGA125,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,21175,2,3.312548104
TEGA126,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,21242,2,3.323029366
TEGA127,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,15136,2,2.367826593
TEGA128,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,14645,1,2.291016151
TEGA129,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,14296,1,2.236419726
TEGA130,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,8036,1,1.257125694
TEGA131,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,10933,1,1.710322948
TEGA132,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,10602,1,1.658542385
TEGA133,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,7009,1,1.096465155
TEGA134,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,18690,2,2.92380279
TEGA135,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,22478,2,3.516385185
TEGA138,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,10237,1,1.601442973
TEGA140,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,17661,2,2.762829378
TEGA141,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,13981,1,2.187142151
TEGA142,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,17344,2,2.713238929
TEGA143,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,9214,1,1.441408181
TEGA144,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,6524,1,1.020593333
TEGA147,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,9868,1,1.543717813
TEGA149,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,6070,1,0.94957105
TEGA150,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,3113,0,0.486987591
TEGA151,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,810,0,0.126713765
TEGA152,G,Cavan,Agriculture,Terrestrial,T7,T7.2,GA1,327,0,0.051154816
TEWS101,G,Cavan,Agriculture,Terrestrial,T3,T3.3,WS1,2722,0,0.425820824
TEWS102,G,Cavan,Agriculture,Terrestrial,T3,T3.3,WS1,5281,1,0.826142458
TEWS103,G,Cavan,Agriculture,Terrestrial,T3,T3.3,WS1,648,0,0.101371012
TEWS104,G,Cavan,Agriculture,Terrestrial,T3,T3.3,WS1,1698,0,0.265629595
TEHH301,G,Cavan,Agriculture,Terrestrial,T3,T3.3,HH3,14654,1,2.292424081
TEHH302,G,Cavan,Agriculture,Terrestrial,T3,T3.3,HH3,2176,0,0.34040636
TEGS401,G,Cavan,Agriculture,Terrestrial,T7,T7.5,GS4,2412,0,0.377325432
TEGS402,G,Cavan,Agriculture,Terrestrial,T7,T7.5,GS4,2255,0,0.352764863
TEGS403,G,Cavan,Agriculture,Terrestrial,T7,T7.5,GS4,17028,2,2.663804917
TEGS405,G,Cavan,Agriculture,Terrestrial,T7,T7.5,GS4,4266,0,0.66735916
TEGS301,G,Cavan,Agriculture,Terrestrial,T7,T7.5,GS3,4679,0,0.731967536
TEGS101,G,Cavan,Agriculture,Terrestrial,T7,T7.5,GS1,8634,1,1.350674868
TEGS103,G,Cavan,Agriculture,Terrestrial,T7,T7.5,GS1,15239,2,2.383939578
TEGS105,G,Cavan,Agriculture,Terrestrial,T7,T7.5,GS1,9413,1,1.472539094
TEGS109,G,Cavan,Agriculture,Terrestrial,T7,T7.5,GS1,25504,3,3.989762779
TEED301,G,Cavan,Agriculture,Terrestrial,T7,T7.4,ED3,1346,0,0.210563861
TEED303,G,Cavan,Agriculture,Terrestrial,T7,T7.4,ED3,2152,0,0.336651878
TEED304,G,Cavan,Agriculture,Terrestrial,T7,T7.4,ED3,2477,0,0.387493821
TEED306,G,Cavan,Agriculture,Terrestrial,T7,T7.4,ED3,1547,0,0.242007647
TEED307,G,Cavan,Agriculture,Terrestrial,T7,T7.4,ED3,2198,0,0.343847969
TEED201,G,Cavan,Agriculture,Terrestrial,T7,T7.4,ED2,3836,0,0.600091359
TEED202,G,Cavan,Agriculture,Terrestrial,T7,T7.4,ED2,5451,1,0.852736704
TEED203,G,Cavan,Agriculture,Terrestrial,T7,T7.4,ED2,12256,1,1.917288763
TEED205,G,Cavan,Agriculture,Terrestrial,T7,T7.4,ED2,2911,0,0.455387369
